,a,b,c,d,e,f,g,h,i,j
8010,664,810,176,251,744,109,443,108,33,347
8011,976,816,436,345,565,208,174,352,611,218
8012,908,725,449,739,715,621,309,816,578,166
8013,382,618,725,986,892,889,406,57,659,839
8014,303,999,667,158,283,600,280,484,862,847
8015,953,668,883,40,318,241,585,629,65,419
8016,243,862,157,217,323,988,130,933,59,427
8017,886,492,268,497,921,622,651,374,303,823
8018,712,843,283,120,152,446,464,933,994,842
8019,680,367,753,939,356,45,785,553,350,196
8020,890,104,776,870,268,335,612,351,792,459
8021,730,495,387,889,537,17,619,34,253,82
8022,907,857,77,781,982,37,845,705,10,66
8023,62,915,594,378,92,955,396,377,838,583
8024,360,930,728,232,590,359,42,535,266,954
8025,133,918,253,365,518,811,520,342,631,323
8026,899,960,997,694,812,251,473,857,545,105
8027,625,85,390,344,726,512,323,404,614,445
8028,661,387,853,548,555,26,141,891,794,582
8029,280,882,251,447,203,301,737,66,673,774
8030,543,137,815,922,816,873,533,144,582,189
8031,114,654,689,936,194,521,473,830,604,210
8032,162,259,89,203,471,391,952,776,443,4
8033,565,384,328,248,232,486,698,103,894,908
8034,458,45,318,676,661,424,546,743,673,958
8035,311,851,115,799,385,831,353,69,14,956
8036,415,910,685,800,346,729,667,387,791,14
8037,543,65,802,815,610,88,162,238,201,989
8038,0,966,912,782,149,107,260,169,502,452
8039,41,0,601,420,512,926,554,23,833,4
8040,167,551,360,896,199,77,932,494,28,760
8041,889,377,705,98,918,822,735,736,93,907
8042,165,320,430,140,828,908,723,409,462,175
8043,384,569,569,908,613,25,785,131,529,815
8044,191,388,841,394,527,985,874,742,784,419
8045,755,562,386,800,495,58,173,284,328,867
8046,524,111,929,204,685,216,825,607,629,809
8047,73,547,762,229,394,493,357,170,499,171
8048,833,333,745,370,354,801,216,190,708,832
8049,589,306,737,688,293,364,904,333,235,787
8050,155,707,603,668,695,193,952,976,846,835
8051,811,469,906,949,720,388,537,516,0,608
8052,584,765,364,190,120,689,961,248,781,666
8053,170,770,734,368,859,500,259,151,719,203
8054,110,141,255,705,38,865,262,240,513,346
8055,148,383,255,217,52,956,846,582,980,389
8056,524,518,516,126,77,733,862,677,220,174
8057,917,721,20,285,600,912,789,627,55,285
8058,992,562,713,703,142,801,508,228,390,725
8059,149,678,882,197,119,635,847,707,705,750
8060,175,81,884,593,617,934,541,404,598,477
8061,319,720,573,664,186,901,667,295,145,167
8062,569,887,571,278,187,851,58,137,620,218
8063,897,332,948,816,316,506,407,164,611,77
8064,838,600,998,881,545,671,879,697,649,619
8065,661,489,168,848,46,413,897,238,202,753
8066,838,612,88,574,656,163,505,459,843,596
8067,628,413,412,659,186,773,552,318,898,856
8068,724,638,30,144,70,366,942,822,868,520
8069,919,611,692,316,351,346,606,805,477,46
8070,415,14,912,848,417,89,148,908,926,233
8071,989,23,611,888,934,133,642,210,208,439
8072,147,441,248,333,507,816,355,268,833,368
8073,796,590,693,590,103,411,530,375,654,97
8074,948,707,943,850,973,528,656,437,683,30
8075,834,801,186,352,385,331,742,93,141,654
8076,69,889,955,556,180,160,121,114,968,559
8077,449,291,967,571,0,165,63,402,425,982
8078,229,194,632,310,399,498,779,928,898,436
8079,136,611,871,89,181,221,511,616,413,558
8080,257,472,518,728,182,528,143,633,497,484
8081,319,418,432,608,928,584,494,206,304,275
8082,757,342,511,670,168,66,716,377,16,82
8083,233,589,74,675,682,260,209,223,834,800
8084,368,634,890,842,312,256,349,626,618,569
8085,635,136,546,102,936,706,750,418,803,327
8086,984,860,501,416,857,14,54,43,160,161
8087,42,779,236,201,366,426,839,235,702,142
8088,570,501,910,847,252,52,515,810,846,911
8089,964,71,401,42,298,885,965,101,46,900
8090,95,174,705,354,566,528,424,166,781,903
8091,354,300,48,773,588,456,219,583,620,450
8092,407,272,708,266,941,544,512,199,825,61
8093,964,44,394,443,464,155,609,603,665,948
8094,490,957,426,146,414,667,320,808,516,543
8095,555,384,851,792,791,538,454,195,329,691
8096,566,3,711,979,247,452,38,258,172,760
8097,539,549,779,390,71,703,905,292,541,670
8098,118,710,510,102,340,217,754,976,70,134
8099,750,772,159,198,582,809,259,887,836,48
8100,840,357,947,355,554,72,768,64,255,531
8101,961,88,729,447,129,503,133,380,962,795
8102,435,255,457,207,164,139,885,275,114,646
8103,670,430,875,355,429,510,239,551,317,609
8104,727,646,536,312,420,35,352,279,883,965
8105,497,766,949,980,629,552,321,478,159,585
8106,854,257,214,734,880,571,382,467,91,945
8107,568,702,398,306,537,703,304,581,416,670
8108,37,797,747,981,973,379,458,356,780,975
8109,830,650,458,122,268,323,747,687,651,498
8110,565,131,882,627,952,462,343,185,344,9
8111,623,53,156,109,762,409,547,471,850,45
8112,410,524,317,303,675,629,991,506,257,53
8113,357,241,57,578,292,236,779,97,271,780
8114,107,291,312,997,669,21,17,538,534,592
8115,428,44,658,140,404,769,443,417,164,36
8116,646,812,427,312,971,312,979,510,255,598
8117,275,824,505,575,891,215,201,825,948,568
8118,818,1,380,429,477,572,568,204,493,465
8119,340,150,176,682,700,793,954,491,622,44
8120,52,695,418,908,909,787,517,974,131,502
8121,951,55,275,496,676,811,422,228,337,416
8122,841,124,551,176,39,719,28,886,858,498
8123,759,795,380,947,251,893,519,711,209,855
8124,33,572,314,897,35,617,269,680,831,776
8125,153,991,316,915,788,682,446,920,251,404
8126,452,514,32,477,693,964,299,584,929,15
8127,784,150,376,280,538,915,676,610,746,217
8128,290,898,142,217,354,879,719,347,569,201
8129,932,148,884,10,722,524,366,658,546,148
8130,559,60,931,843,974,280,353,459,691,373
8131,282,838,333,92,106,641,897,848,693,249
8132,368,585,47,997,800,482,126,268,664,719
8133,807,110,32,21,10,187,927,119,504,829
8134,445,5,789,843,769,80,294,160,2,941
8135,915,235,418,891,695,858,571,242,247,275
8136,596,140,55,394,472,190,429,572,845,277
8137,867,8,702,293,428,454,66,910,83,498
8138,531,825,394,325,582,208,819,444,980,76
8139,793,845,132,280,941,966,106,528,830,211
8140,25,163,845,346,588,501,880,951,266,893
8141,782,503,818,699,248,150,254,791,189,204
8142,483,119,729,294,940,796,469,379,253,118
8143,217,232,47,413,615,670,934,880,151,726
8144,442,909,628,990,319,274,668,798,689,372
8145,814,916,658,596,200,502,126,547,578,453
8146,767,483,566,793,582,624,624,25,446,553
8147,777,514,769,22,623,220,244,420,807,543
8148,482,585,319,483,406,410,301,395,144,284
8149,100,898,436,325,611,358,389,902,368,178
8150,401,669,699,949,548,615,171,664,948,529
8151,679,94,525,865,122,823,511,978,44,144
8152,796,249,988,223,220,482,223,257,781,473
8153,330,850,3,136,423,86,715,756,42,759
8154,847,966,369,692,746,706,245,129,786,241
8155,824,314,911,836,471,221,53,520,823,909
8156,592,447,262,864,716,426,394,165,816,88
8157,10,347,334,717,988,67,669,709,244,447
8158,267,740,576,608,517,72,130,694,481,451
8159,27,444,567,530,810,872,967,935,586,475
8160,650,104,798,722,462,919,105,280,564,66
8161,597,1,440,713,357,329,444,739,821,806
8162,170,105,16,564,439,588,48,755,498,944
8163,8,548,345,2,918,813,981,349,5,963
8164,106,51,366,818,844,457,791,949,679,38
8165,138,32,360,817,481,741,785,231,997,365
8166,647,788,294,971,971,634,820,105,82,604
8167,982,633,702,870,153,32,853,440,691,889
8168,329,585,960,105,227,296,215,345,557,489
8169,790,792,535,99,759,439,381,512,480,190
8170,796,569,535,574,483,235,72,196,522,748
8171,417,451,751,228,433,481,889,532,519,635
8172,891,634,496,930,460,197,52,48,190,416
8173,549,589,188,751,779,815,368,841,504,131
8174,905,961,237,778,599,822,679,759,223,114
8175,996,752,998,689,539,973,265,292,67,48
8176,648,487,553,84,619,253,16,80,670,936
8177,619,47,611,99,384,558,859,512,322,665
8178,627,269,768,904,108,797,525,997,381,241
8179,348,10,384,864,330,491,269,933,291,137
8180,536,292,750,820,552,312,646,895,274,552
8181,390,837,777,429,785,383,589,182,223,875
8182,893,633,75,733,833,200,959,889,929,581
8183,646,818,982,346,554,946,550,709,411,891
8184,347,420,764,155,265,246,438,887,831,399
8185,57,726,943,549,339,789,343,525,501,565
8186,708,935,286,170,255,571,450,149,281,599
8187,861,159,664,860,917,477,986,839,459,820
8188,974,832,841,192,693,651,887,10,752,951
8189,917,985,268,394,514,785,855,34,608,729
8190,201,479,522,467,877,757,718,264,179,489
8191,818,26,102,924,107,257,371,552,373,698
8192,291,920,262,843,745,480,848,71,995,616
8193,486,240,956,680,31,635,85,516,723,267
8194,362,381,152,84,679,672,758,375,503,455
8195,702,181,714,921,283,483,853,122,546,535
8196,316,573,959,901,167,756,505,428,830,369
8197,244,659,984,913,683,415,200,317,634,743
8198,175,616,498,554,674,315,453,430,181,839
8199,309,228,452,227,798,773,658,440,461,388
8200,426,769,336,983,787,622,133,598,311,676
8201,332,186,223,790,28,485,177,958,402,32
8202,899,663,709,638,716,923,114,93,870,473
8203,389,369,48,710,497,418,223,306,999,379
8204,801,862,923,369,564,760,511,210,534,10
8205,769,473,627,469,557,424,894,494,659,887
8206,886,676,340,809,668,996,402,545,836,953
8207,282,427,526,898,134,345,353,242,344,983
8208,568,484,288,316,909,453,454,423,594,236
8209,856,452,550,374,678,86,218,777,18,380
8210,102,515,979,971,844,919,308,517,43,541
8211,488,386,336,663,713,623,295,214,26,480
8212,41,326,827,596,597,218,478,80,325,304
8213,470,637,742,920,674,12,744,224,893,565
8214,406,340,835,512,186,683,685,271,876,522
8215,676,879,557,978,484,506,528,114,401,933
8216,246,28,255,895,890,877,423,204,368,212
8217,516,195,82,855,818,153,26,274,16,197
8218,351,869,672,330,600,916,129,634,238,528
8219,997,611,208,721,181,922,994,258,580,443
8220,39,212,551,722,120,379,858,415,388,678
8221,904,159,524,382,35,507,596,934,480,616
8222,745,519,599,395,649,603,732,705,167,602
8223,928,403,524,53,780,445,957,818,194,915
8224,800,15,636,300,948,566,190,963,799,532
8225,521,293,861,764,985,2,620,635,792,537
8226,568,115,852,847,470,615,147,641,611,153
8227,92,184,551,853,741,750,534,581,873,805
8228,602,338,930,97,982,808,964,496,832,261
8229,404,774,297,996,539,5,471,938,283,661
8230,260,272,872,507,951,118,414,831,709,698
8231,411,112,46,558,144,547,884,132,221,717
8232,852,788,946,955,467,494,424,461,337,959
8233,340,964,550,846,364,331,534,666,597,540
8234,174,780,963,367,455,648,701,446,794,710
8235,89,445,478,962,342,796,8,436,58,459
8236,33,792,3,392,355,497,389,335,724,992
8237,932,93,545,787,577,547,378,946,296,275
8238,35,468,812,352,193,802,772,215,202,924
8239,202,412,180,343,856,971,481,839,454,825
8240,392,613,520,395,309,658,972,890,456,236
8241,461,671,17,333,558,764,703,428,382,829
8242,404,465,212,139,13,146,444,913,292,453
8243,19,973,728,862,423,599,578,165,238,720
8244,269,564,199,82,698,697,105,341,134,55
8245,772,361,701,789,446,497,726,59,46,729
8246,730,258,99,411,572,110,285,788,920,458
8247,451,965,623,643,64,320,128,760,37,423
8248,792,744,560,603,78,44,353,138,298,597
8249,459,246,675,820,988,941,787,722,747,90
8250,779,341,296,317,922,215,972,474,652,674
8251,780,749,820,44,743,686,504,840,156,947
8252,389,404,190,166,746,59,83,731,941,790
8253,626,389,420,634,196,189,974,546,731,758
8254,889,821,493,154,854,303,531,451,357,510
8255,24,711,639,467,483,32,381,892,176,105
8256,265,194,540,980,273,582,254,440,415,215
8257,568,923,321,196,243,664,986,564,559,277
8258,193,698,156,456,512,304,495,506,183,850
8259,439,864,232,228,131,912,479,83,484,585
8260,447,959,685,395,904,799,15,789,213,7
8261,192,449,477,686,70,208,937,822,58,22
8262,298,296,596,534,412,242,554,46,399,547
8263,882,471,52,426,570,965,368,374,428,734
8264,966,341,173,1,438,915,585,487,822,860
8265,753,159,728,933,0,156,741,452,609,879
8266,932,879,943,860,42,462,624,645,543,453
8267,720,864,395,673,708,896,991,916,678,307
8268,892,448,262,676,713,704,655,548,378,34
8269,867,902,592,361,779,717,755,232,671,440
8270,238,791,70,249,565,729,144,642,699,677
8271,269,978,423,830,834,112,488,546,429,427
8272,84,762,196,81,905,874,881,521,270,787
8273,15,571,884,768,692,527,115,352,126,497
8274,180,958,211,858,547,711,440,403,614,307
8275,831,705,720,646,323,671,6,474,687,166
8276,613,354,751,320,941,693,979,178,778,821
8277,95,10,195,21,871,540,247,50,222,441
8278,152,921,89,691,909,389,96,344,804,918
8279,907,783,102,933,345,894,721,435,179,668
8280,784,560,144,903,541,112,474,588,458,476
8281,730,954,511,187,560,865,270,818,424,827
8282,350,737,172,119,117,640,922,497,937,279
8283,963,427,794,737,374,885,967,280,11,526
8284,610,673,217,727,115,513,397,619,889,420
8285,920,262,830,346,946,220,464,983,807,967
8286,283,741,435,520,520,352,621,230,626,812
8287,359,879,147,534,597,29,341,407,57,284
8288,705,764,405,25,677,87,857,181,823,453
8289,195,591,782,466,89,744,258,722,754,443
8290,335,991,499,227,915,763,770,745,996,916
8291,594,192,117,906,131,365,227,603,787,237
8292,632,286,243,191,40,690,716,848,940,595
8293,399,710,308,225,14,39,581,603,775,464
8294,597,289,963,611,896,237,104,436,194,542
8295,117,214,292,309,453,336,487,677,657,130
8296,505,471,298,185,116,670,782,656,286,577
8297,624,453,809,298,809,283,888,560,961,525
8298,897,763,414,453,184,892,584,179,135,506
8299,894,963,670,176,977,189,93,54,812,744
8300,293,597,983,76,527,453,198,214,670,308
8301,365,925,21,805,769,262,490,610,155,975
8302,270,831,759,34,355,485,50,109,706,264
8303,522,84,599,567,458,119,105,424,547,651
8304,979,857,374,536,0,681,188,162,480,960
8305,827,570,454,75,96,664,203,653,490,436
8306,426,299,898,195,662,377,538,879,669,127
8307,543,982,657,122,456,405,926,464,86,749
8308,673,738,511,647,792,395,574,632,453,704
8309,580,865,218,715,686,696,80,645,313,295
8310,647,518,777,139,510,11,739,371,641,982
8311,323,621,812,7,660,26,928,930,691,721
8312,160,131,512,601,511,909,720,851,389,70
8313,427,755,385,852,978,97,606,16,800,505
8314,366,733,998,13,709,381,442,496,402,338
8315,961,895,610,958,807,916,786,848,210,443
8316,16,489,335,153,716,998,601,683,963,130
8317,139,762,211,424,140,768,685,351,963,958
8318,99,849,580,218,764,725,448,277,164,354
8319,600,991,513,908,694,340,951,233,666,72
8320,786,974,519,698,826,635,799,123,523,385
8321,85,575,240,477,315,306,448,294,731,330
8322,438,69,491,389,23,899,33,685,29,314
8323,644,190,232,758,658,361,757,866,471,308
8324,670,972,129,337,248,267,505,432,528,988
8325,536,134,870,554,746,504,363,331,48,412
8326,166,113,6,235,123,771,269,825,244,66
8327,496,201,537,122,69,146,768,738,2,511
8328,537,235,605,272,722,83,27,653,367,392
8329,891,66,863,772,963,640,152,851,173,395
8330,147,503,854,501,359,632,432,216,936,130
8331,511,476,431,559,301,141,592,382,847,298
8332,986,865,850,765,635,440,88,478,594,970
8333,439,543,838,582,209,809,506,721,263,642
8334,496,633,665,301,863,392,216,724,698,436
8335,380,1,871,696,444,314,503,367,952,60
8336,443,930,145,87,180,559,572,695,225,175
8337,447,999,912,835,375,645,401,599,394,248
8338,29,699,451,270,409,467,690,945,304,183
8339,375,750,318,408,68,962,85,767,121,560
8340,804,392,827,447,81,935,113,704,757,37
8341,561,963,282,434,180,570,781,275,785,574
8342,398,755,551,107,329,227,895,314,787,388
8343,165,341,511,890,92,872,639,138,541,529
8344,404,105,308,418,71,261,104,606,504,533
8345,464,750,161,954,733,733,219,979,953,156
8346,579,417,114,247,593,535,151,495,867,10
8347,985,258,370,336,436,77,56,345,557,499
8348,222,940,334,627,610,606,417,198,850,343
8349,653,7,127,704,776,182,161,960,486,641
8350,129,610,597,245,676,479,709,458,844,18
8351,585,980,779,997,337,748,9,846,745,514
8352,464,358,744,576,637,347,668,419,123,566
8353,330,112,308,95,263,471,616,606,920,662
8354,788,596,193,192,866,248,333,380,887,152
8355,451,642,8,785,95,919,424,736,797,464
8356,296,79,488,779,172,250,433,627,348,635
8357,50,970,422,447,457,859,323,447,293,870
8358,795,279,286,698,504,803,649,302,881,737
8359,417,576,703,931,257,139,410,53,574,701
8360,169,214,978,866,948,735,306,912,690,808
8361,31,335,124,668,662,684,304,775,813,206
8362,728,456,641,541,649,509,528,792,45,300
8363,652,820,747,273,238,35,856,548,11,105
8364,736,944,227,788,260,516,614,745,369,23
8365,444,42,926,557,506,77,940,605,462,936
8366,290,68,952,880,133,592,58,458,331,456
8367,969,979,612,815,402,78,506,393,73,443
8368,957,802,337,578,504,857,354,442,284,137
8369,930,729,296,658,652,463,702,840,37,537
8370,852,349,195,99,309,338,811,882,667,577
8371,473,144,16,319,617,348,584,266,504,960
8372,772,764,10,128,310,468,625,842,615,565
8373,141,430,363,183,875,934,510,55,116,245
8374,622,87,730,610,938,527,528,179,501,509
8375,451,11,747,702,557,855,841,969,13,871
8376,529,44,47,891,968,879,44,251,334,296
8377,968,199,968,920,581,284,405,86,137,449
8378,865,727,371,993,179,585,127,475,36,594
8379,130,603,407,601,833,113,209,149,502,770
8380,705,529,241,840,188,454,362,467,813,988
8381,655,632,253,193,122,115,31,203,3,27
8382,310,955,483,65,728,370,299,612,384,487
8383,170,13,152,709,104,677,932,227,712,167
8384,637,504,211,621,917,578,741,783,914,420
8385,170,408,709,583,711,332,586,341,895,97
8386,204,858,818,829,93,978,613,10,407,48
8387,915,892,657,662,756,739,26,905,0,199
8388,351,830,669,483,542,868,5,541,291,173
8389,662,149,330,388,839,47,802,694,111,45
8390,865,153,158,150,694,330,51,709,596,538
8391,580,979,21,236,941,740,171,528,80,460
8392,954,58,737,986,440,619,256,639,891,441
8393,636,844,62,724,200,959,378,169,937,570
8394,546,864,961,978,63,663,890,204,439,551
8395,827,870,595,627,157,845,359,254,857,9
8396,884,70,926,116,522,653,337,267,907,221
8397,74,643,1,198,125,881,440,181,700,877
8398,294,814,779,267,602,95,636,540,859,966
8399,754,709,427,932,286,806,487,607,116,496
8400,295,527,930,930,864,686,289,651,681,837
8401,660,753,392,14,522,625,19,765,822,558
8402,137,525,959,84,315,741,937,242,75,630
8403,741,404,99,25,660,448,938,175,206,749
8404,977,690,544,910,437,227,516,445,921,730
8405,37,499,145,481,60,590,32,83,448,596
8406,302,943,516,675,910,616,983,63,913,347
8407,641,894,346,399,999,251,715,378,71,951
8408,324,174,763,837,678,850,457,82,503,163
8409,111,999,982,868,612,452,389,303,254,776
8410,30,45,598,424,757,541,861,547,869,491
8411,738,823,802,684,816,324,433,769,175,1
8412,452,120,280,303,811,49,72,562,239,142
8413,149,22,159,685,345,349,413,91,293,890
8414,791,629,131,970,974,882,267,851,3,895
8415,899,301,531,384,799,257,640,625,2,482
8416,945,263,726,188,992,407,887,72,508,95
8417,17,220,6,343,573,282,210,203,96,361
8418,318,59,758,997,575,525,44,944,969,36
8419,24,418,69,514,389,104,34,365,49,707
8420,653,872,486,182,817,625,138,711,176,932
8421,150,59,395,84,253,168,463,261,807,696
8422,631,590,335,576,374,930,927,376,135,384
8423,90,896,389,803,312,248,955,930,662,126
8424,246,58,439,99,981,547,815,110,461,543
8425,144,801,185,755,394,878,851,197,239,21
8426,744,369,320,252,776,154,386,513,555,143
